År,Månednr,Ukenr,Dato,Ukedag,Selskapnr,Selskapnavn,Kundekategori_kd,Kundenr,Postnummer,Fylke,Rutenr,Parent Skift ID,Kjøreskift ID,Antall leveranser,Antall leveranser dagligvare,Antall leveranser SSH/service,Antall leveranser andre,Antall kunder,Antall leveranser i tidsvindu,Antall leveranser < 30 min før tidsvindu,Antall leveranser etter tidsvindu,Antall leveranser før tidsvindu,Leveringsvindu fra,Leveringsvindu til,Start Skanning,Start Levering,Stopp Levering,Antall dager for leveringen,Planlagt leveringstid (min),Leveringstid (min),Tidsforbruk kunde (min) pr.m3,Levert volum,Levert volum (m3),Volum Frukt og grønt,Volum Frukt og grønt - Egenprodusert,Volum Frukt og grønt - Ekstern Transitt,Volum Tørr,Volum Kjøl,Volum Frys,Vekt (kg),Leveringspresisjon utgående %,Leveringspresisjon før og i tidsvindu < 30 min før tidsvindu,Antall lastbærere skannet inn,Antall lastbærere skannet av,Antall lastbærere,Skannet inn på bil %,Skannet ut av bil %,Drivstofftype,Gyldig regnr flg,Ressursnavn (bil),Temperatur på bil (frys),Temperatur på bil (kjøl),KJEDESTYRING,FLESLAND_KATEGORI,delivery_delay_minutes
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,819565.0,5576.0,Rogaland,5134,5676337.0,5676338.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 06:30:00,2025-06-13 09:45:00,2025-06-13 07:03:12,2025-06-13 07:01:30,2025-06-13 07:25:39,0.0,21.866666666666667,24.15,6.739833818861845,3583.1744,3.5831744,1115.285,1115.285,0.0,938.2056,764.2198,765.464,1204.036,1.0,1.0,8.0,7.0,8.0,1.0,0.875,DIESEL,Ja,SD99134,-20.0,3.0,,Eksterne grossister,2.2833333333333314
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,821017.0,4250.0,Rogaland,5131,5676397.0,5676398.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 08:00:00,2025-06-13 12:00:00,2025-06-13 10:48:40,2025-06-13 10:36:30,2025-06-13 10:55:41,0.0,14.9,19.183333333333334,13.04237173093689,1470.847,1.470847,1470.847,1470.847,0.0,0.0,0.0,0.0,465.844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DIESEL,Ja,RL33082,,,,Eksterne grossister,4.283333333333333
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,822320.0,5583.0,Rogaland,3137,5669339.0,5669340.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 08:30:00,2025-06-11 11:30:00,2025-06-11 09:31:44,2025-06-11 09:29:45,2025-06-11 09:59:23,0.0,25.15,29.633333333333333,7.896001015661989,3752.9546,3.7529546,832.661,832.661,0.0,1315.1706,437.433,1167.69,1009.87,1.0,1.0,5.0,5.0,5.0,1.0,1.0,DIESEL,Ja,SD94393,,,,Eksterne grossister,4.483333333333334
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,822320.0,5583.0,Rogaland,5137,5676365.0,5676366.0,1.0,1.0,,,1.0,,,,1.0,2025-06-13 09:30:00,2025-06-13 11:30:00,2025-06-13 08:54:12,2025-06-13 08:50:43,2025-06-13 09:05:06,0.0,31.633333333333333,14.383333333333333,3.343081806366192,4302.4174,4.3024174,1336.279,1336.279,0.0,1297.1896,1100.2658,568.683,1530.168,,,8.0,8.0,8.0,1.0,1.0,DIESEL,Ja,SD94393,-22.0,2.0,,Eksterne grossister,-17.25
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,829523.0,5444.0,Hordaland,3132,5669429.0,5669430.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 08:00:00,2025-06-11 11:00:00,2025-06-11 09:54:59,2025-06-11 09:52:21,2025-06-11 10:05:44,0.0,16.8,13.383333333333333,6.714357838983511,1993.241,1.993241,745.906,745.906,0.0,604.627,193.172,449.536,682.583,1.0,1.0,4.0,4.0,4.0,1.0,1.0,DIESEL,Ja,SD90650,,2.0,,Eksterne grossister,-3.416666666666668
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,829523.0,5444.0,Hordaland,5132,5676363.0,5676364.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 08:00:00,2025-06-13 11:00:00,2025-06-13 11:12:07,2025-06-13 10:57:59,2025-06-13 11:20:26,0.0,18.83333333333333,22.45,8.36109315576184,2685.0556,2.6850556,550.086,550.086,0.0,926.7346,766.702,441.533,948.711,1.0,1.0,6.0,6.0,6.0,1.0,1.0,DIESEL,Ja,SD90650,-21.0,3.0,,Eksterne grossister,3.616666666666671
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,831206.0,5527.0,Rogaland,3130,5669445.0,5669446.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 09:00:00,2025-06-11 12:00:00,2025-06-11 11:24:57,2025-06-11 11:21:34,2025-06-11 12:01:09,0.0,18.6,39.583333333333336,14.217510940180116,2784.1254,2.7841254,792.651,792.651,0.0,969.55,589.9222,432.0022,915.127,1.0,1.0,7.0,7.0,7.0,1.0,1.0,DIESEL,Ja,RL47300,-21.0,3.0,,Eksterne grossister,20.98333333333333
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,831206.0,5527.0,Rogaland,5133,5676395.0,5676396.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 09:00:00,2025-06-13 12:00:00,2025-06-13 09:41:29,2025-06-13 09:41:16,2025-06-13 10:27:12,0.0,38.266666666666666,45.93333333333333,4.79992277767198,9569.5984,9.5695984,803.152,803.152,0.0,4960.9506,1699.3662,2106.1296,3046.798,1.0,1.0,18.0,19.0,19.0,0.9473684210526316,1.0,DIESEL,Ja,RL39182,-22.0,2.0,,Eksterne grossister,7.666666666666664
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,877639.0,4110.0,Rogaland,3140,5669377.0,5669378.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 09:00:00,2025-06-11 11:30:00,2025-06-11 11:09:54,2025-06-11 11:05:56,2025-06-11 11:22:18,0.0,8.833333333333334,16.366666666666667,5.257674898964836,3112.9096,3.1129096,1043.268,1043.268,0.0,1308.9526,399.837,360.852,1079.355,1.0,1.0,6.0,6.0,6.0,1.0,1.0,ELEKTRISK,Ja,EH92686,-22.0,3.0,,Eksterne grossister,7.533333333333333
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,877639.0,4110.0,Rogaland,5140,5676367.0,5676368.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 09:00:00,2025-06-13 11:30:00,2025-06-13 11:01:04,2025-06-13 10:59:20,2025-06-13 11:29:42,0.0,10.333333333333334,30.366666666666667,6.950916261235972,4368.7286,4.368728600000001,1453.933,1453.933,0.0,1508.6416,756.592,649.562,1638.391,1.0,1.0,8.0,8.0,8.0,1.0,1.0,ELEKTRISK,Ja,EH92686,-20.0,3.0,,Eksterne grossister,20.03333333333333
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,918011.0,4335.0,Rogaland,3123,5669441.0,5669442.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 07:00:00,2025-06-11 08:45:00,2025-06-11 07:22:45,2025-06-11 07:22:36,2025-06-11 07:37:26,0.0,21.55,14.833333333333334,2.9914975321019286,4958.4976,4.958497599999999,1033.152,1033.152,0.0,2436.1856,496.891,992.269,1497.597,1.0,1.0,8.0,8.0,8.0,1.0,1.0,DIESEL,Ja,RL42714,20.0,4.0,,Eksterne grossister,-6.716666666666667
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,918011.0,4335.0,Rogaland,5136,5676399.0,5676400.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:00:00,2025-06-13 09:15:00,2025-06-13 07:58:28,2025-06-13 07:58:23,2025-06-13 08:22:58,0.0,23.45,24.58333333333333,3.7740852911957297,6513.7196,6.5137196,1958.234,1896.234,62.0,1740.2906,1455.109,1360.086,2364.713,1.0,1.0,10.0,10.0,10.0,1.0,1.0,DIESEL,Ja,RL42714,,,,Eksterne grossister,1.1333333333333293
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,956227.0,4443.0,Agder,3123,5669441.0,5669442.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 08:00:00,2025-06-11 12:00:00,2025-06-11 09:22:33,2025-06-11 09:13:25,2025-06-11 09:53:56,0.0,5.766666666666667,15.25,11.287241420401264,1351.083,1.351083,956.428,956.428,0.0,82.033,312.622,0.0,354.098,1.0,1.0,5.0,6.0,6.0,0.8333333333333334,1.0,DIESEL,Ja,RL42714,,,,Eksterne grossister,9.483333333333334
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,956227.0,4443.0,Agder,5136,5676399.0,5676400.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 08:00:00,2025-06-13 12:45:00,2025-06-13 10:27:54,2025-06-13 10:27:50,2025-06-13 10:47:57,0.0,18.366666666666667,20.116666666666667,4.633017494350828,4342.0226,4.3420226,1617.903,1617.903,0.0,1509.1096,750.447,464.563,1395.036,1.0,1.0,8.0,8.0,8.0,1.0,1.0,DIESEL,Ja,RL42714,,,,Eksterne grossister,1.75
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,957522.0,4321.0,Rogaland,5155,5676403.0,5676404.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:30:00,2025-06-13 12:00:00,2025-06-13 08:14:29,2025-06-13 08:14:04,2025-06-13 08:19:03,0.0,11.0,4.983333333333333,6.821708822089377,730.511,0.730511,730.511,730.511,0.0,0.0,0.0,0.0,207.724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DIESEL,Ja,RL14306,,3.0,,Eksterne grossister,-6.016666666666667
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,977579.0,4012.0,Rogaland,3152,5669325.0,5669326.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 08:30:00,2025-06-11 11:30:00,2025-06-11 10:22:56,2025-06-11 10:22:35,2025-06-11 10:42:28,0.0,25.0,19.883333333333333,5.2938353752983165,3755.941,3.755941,1219.965,1158.965,61.0,1183.6142,347.3508,1005.011,1196.674,1.0,1.0,9.0,9.0,9.0,1.0,1.0,GASS,Ja,GA13090,-20.8,3.0,,Eksterne grossister,-5.116666666666667
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,977579.0,4012.0,Rogaland,5153,5676417.0,5676418.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 08:30:00,2025-06-13 10:45:00,2025-06-13 09:45:17,2025-06-13 09:42:01,2025-06-13 10:04:10,0.0,25.933333333333334,22.15,4.788401717114371,4625.7606,4.6257606,605.826,605.826,0.0,2146.9588,598.7808,1274.195,1581.092,1.0,1.0,12.0,12.0,12.0,1.0,1.0,GASS,Ja,GA13090,-20.8,3.0,,Eksterne grossister,-3.783333333333335
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,990283.0,5596.0,Vestland,3133,5669443.0,5669444.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 10:00:00,2025-06-11 14:00:00,2025-06-11 12:52:06,2025-06-11 12:27:46,2025-06-11 12:58:04,0.0,3.6,10.933333333333334,21.0391546365037,519.666,0.5196660000000001,272.994,272.994,0.0,203.046,0.0,43.626,182.196,1.0,1.0,3.0,3.0,3.0,1.0,1.0,DIESEL,Ja,RL39182,-22.0,2.0,,Eksterne grossister,7.333333333333334
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,990283.0,5596.0,Vestland,5134,5676337.0,5676338.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 10:00:00,2025-06-13 14:00:00,2025-06-13 11:28:20,2025-06-13 11:27:04,2025-06-13 11:52:13,0.0,13.2,15.666666666666666,2.9180905396324253,5368.8076,5.3688076,1001.876,1001.876,0.0,2667.1606,801.109,898.662,1800.607,1.0,1.0,8.0,8.0,8.0,1.0,1.0,DIESEL,Ja,SD99134,-20.0,3.0,,Eksterne grossister,2.466666666666667
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,991745.0,4056.0,Rogaland,5150,5676405.0,5676406.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:00:00,2025-06-13 12:00:00,2025-06-13 08:53:11,2025-06-13 08:50:50,2025-06-13 09:00:26,0.0,12.4,9.6,6.58485442327307,1457.891,1.457891,1457.891,1397.891,60.0,0.0,0.0,0.0,329.364,1.0,1.0,2.0,2.0,2.0,1.0,1.0,GASS,Ja,GA12366,-21.0,4.0,,Eksterne grossister,-2.8000000000000007
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,991901.0,5566.0,Rogaland,5602,5681592.0,5681593.0,1.0,1.0,,,1.0,,1.0,,1.0,2025-06-13 07:15:00,2025-06-13 09:00:00,2025-06-13 07:00:40,2025-06-13 06:59:21,2025-06-13 07:10:35,0.0,18.8,11.233333333333333,4.080397735376836,2752.9996,2.7529996,536.569,474.569,62.0,1089.2416,613.359,513.83,905.811,,1.0,7.0,7.0,7.0,1.0,1.0,DIESEL,Ja,RL49550,-19.0,4.0,,Eksterne grossister,-7.566666666666668
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,994400.0,4340.0,Rogaland,5342,5676421.0,5676422.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 15:00:00,2025-06-13 20:00:00,2025-06-13 14:52:04,2025-06-13 14:49:41,2025-06-13 15:01:51,0.0,21.383333333333333,12.166666666666666,3.545580112858632,3431.5024,3.4315024,1422.59,1361.59,61.0,818.0466,588.9048,601.961,1196.642,1.0,1.0,8.0,8.0,8.0,1.0,1.0,ELEKTRISK,Ja,EJ26177,-19.0,3.0,,Eksterne grossister,-9.216666666666669
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,734426.0,5549.0,Rogaland,3134,5669423.0,5669424.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 08:00:00,2025-06-11 10:25:00,2025-06-11 09:15:49,2025-06-11 09:14:56,2025-06-11 09:23:20,0.0,14.666666666666666,8.4,7.56569590982267,1110.2746,1.1102746,584.496,584.496,0.0,393.5416,37.166,95.071,400.065,1.0,1.0,5.0,5.0,5.0,1.0,1.0,DIESEL,Ja,SD99134,-20.0,3.0,,Eksterne grossister,-6.266666666666666
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,734426.0,5549.0,Rogaland,5130,5676429.0,5676430.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 08:00:00,2025-06-13 10:00:00,2025-06-13 09:54:15,2025-06-13 09:51:41,2025-06-13 10:08:18,0.0,5.666666666666667,7.766666666666667,3.6609496773713466,2121.4896,2.1214896,513.644,513.644,0.0,1185.0446,148.585,274.216,836.266,1.0,1.0,5.0,5.0,5.0,1.0,1.0,DIESEL,Ja,RL47300,-21.0,3.0,,Eksterne grossister,2.1
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,797936.0,4440.0,Vest-Agder,5136,5676399.0,5676400.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:00:00,2025-06-13 13:45:00,2025-06-13 11:41:24,2025-06-13 11:40:37,2025-06-13 11:49:25,0.0,14.716666666666669,8.8,5.158154285787304,1706.0366,1.7060366,441.594,441.594,0.0,659.0206,308.125,297.297,583.812,1.0,1.0,6.0,7.0,7.0,0.8571428571428571,1.0,DIESEL,Ja,RL42714,,,,Eksterne grossister,-5.916666666666668
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,917682.0,4130.0,Rogaland,5146,5676439.0,5676440.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 05:30:00,2025-06-13 12:00:00,2025-06-13 06:54:16,2025-06-13 06:54:10,2025-06-13 07:15:14,0.0,15.466666666666669,21.066666666666663,11.841804139332616,1779.0082,1.7790082,438.876,438.876,0.0,624.7658,339.3312,376.0352,583.259,1.0,1.0,5.0,5.0,5.0,1.0,1.0,DIESEL,Ja,SD91206,-20.0,3.0,,Eksterne grossister,5.599999999999994
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,959585.0,4440.0,Agder,3123,5669441.0,5669442.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 10:00:00,2025-06-11 15:00:00,2025-06-11 12:34:40,2025-06-11 12:33:14,2025-06-11 12:48:41,0.0,16.0,15.45,12.512567233789666,1234.7586,1.2347586,430.124,430.124,0.0,433.3586,115.736,255.54,418.009,1.0,1.0,6.0,6.0,6.0,1.0,1.0,DIESEL,Ja,RL42714,20.0,4.0,,Eksterne grossister,-0.5500000000000007
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,959585.0,4440.0,Agder,5136,5676399.0,5676400.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 10:00:00,2025-06-13 15:00:00,2025-06-13 12:17:36,2025-06-13 12:17:30,2025-06-13 12:29:16,0.0,17.6,11.766666666666667,5.751324336111435,2045.9056,2.0459056,60.0,0.0,60.0,1333.9446,391.853,260.108,640.841,1.0,1.0,7.0,7.0,7.0,1.0,1.0,DIESEL,Ja,RL42714,,,,Eksterne grossister,-5.833333333333334
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,275107.0,5563.0,Rogaland,3323,5669313.0,5669314.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 16:00:00,2025-06-11 21:45:00,2025-06-11 17:17:47,2025-06-11 17:14:36,2025-06-11 17:36:33,0.0,24.766666666666666,21.95,3.374190086774023,6505.2648,6.5052648,1115.182,1115.182,0.0,2011.899,1247.0758,2131.108,1993.267,1.0,1.0,11.0,11.0,11.0,1.0,1.0,GASS,Ja,GA12370,-22.0,4.0,,Eksterne grossister,-2.8166666666666664
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,275107.0,5563.0,Rogaland,5138,5676339.0,5676340.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:01:00,2025-06-13 21:45:00,2025-06-13 08:04:33,2025-06-13 08:03:17,2025-06-13 08:05:48,0.0,13.183333333333334,2.5166666666666666,1.1167258013653931,2253.612,2.253612,0.0,0.0,0.0,2253.612,0.0,0.0,612.189,1.0,1.0,2.0,1.0,2.0,1.0,0.5,GASS,Ja,GA12805,-22.0,4.0,,Eksterne grossister,-10.666666666666668
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,290627.0,4360.0,Rogaland,3328,5669395.0,5669396.0,1.0,1.0,,,1.0,,,1.0,,2025-06-11 15:00:00,2025-06-11 20:00:00,2025-06-11 20:20:05,2025-06-11 20:14:38,2025-06-11 21:17:31,0.0,50.81666666666667,62.88333333333333,4.321042287165132,14552.816,14.552816,2711.29,2649.29,62.0,8886.2182,2955.3078,0.0,4926.48,,,19.0,19.0,19.0,1.0,1.0,DIESEL,Ja,RK89399,,4.0,,Eksterne grossister,12.066666666666665
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,290627.0,4360.0,Rogaland,5328,5676385.0,5676386.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 15:00:00,2025-06-13 20:00:00,2025-06-13 19:40:00,2025-06-13 19:35:13,2025-06-13 20:30:07,0.0,37.13333333333333,54.9,6.929707595875913,7922.4122,7.9224122,1709.525,1709.525,0.0,4683.0832,596.373,933.431,2944.495,1.0,1.0,11.0,11.0,11.0,1.0,1.0,DIESEL,Ja,RK89399,-18.0,4.0,,Eksterne grossister,17.766666666666666
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,327734.0,4130.0,Rogaland,5143,5676343.0,5676344.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:00:00,2025-06-13 11:00:00,2025-06-13 08:59:52,2025-06-13 08:55:30,2025-06-13 09:47:51,0.0,47.16666666666666,52.35,2.6878982594926866,19476.1836,19.4761836,0.0,0.0,0.0,5708.9546,0.0,13767.229,5559.989,1.0,1.0,17.0,17.0,17.0,1.0,1.0,ELEKTRISK,Ja,EJ26178,-19.0,3.0,,Eksterne grossister,5.183333333333344
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,351106.0,4276.0,Rogaland,3320,5669333.0,5669334.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 17:00:00,2025-06-11 21:00:00,2025-06-11 18:07:57,2025-06-11 18:06:43,2025-06-11 18:38:09,0.0,52.03333333333333,31.433333333333334,1.6209503490600548,19391.9162,19.3919162,2118.982,2055.982,63.0,5201.0936,3431.3766,8640.464,5630.738,1.0,1.0,23.0,23.0,23.0,1.0,1.0,ELEKTRISK,Ja,EN50557,,3.0,,Eksterne grossister,-20.6
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,375980.0,4307.0,Rogaland,3125,5669387.0,5669388.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 08:30:00,2025-06-11 11:00:00,2025-06-11 09:08:58,2025-06-11 09:08:48,2025-06-11 09:35:07,0.0,41.35,26.316666666666663,2.412574591794824,10908.1256,10.9081256,2152.948,2152.948,0.0,5936.7118,1074.9328,1743.533,4025.301,1.0,1.0,17.0,17.0,17.0,1.0,1.0,GASS,Ja,GA13087,,,,Eksterne grossister,-15.03333333333334
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,375980.0,4307.0,Rogaland,5125,5676357.0,5676358.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 08:30:00,2025-06-13 11:00:00,2025-06-13 09:11:06,2025-06-13 09:09:50,2025-06-13 09:36:45,0.0,38.63333333333333,26.916666666666668,2.247173425952833,11978.0104,11.9780104,2994.629,2034.629,960.0,3447.4736,2002.1498,3533.758,3871.14,1.0,1.0,17.0,18.0,18.0,0.9444444444444444,1.0,GASS,Ja,GA12802,-22.0,2.0,,Eksterne grossister,-11.716666666666663
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,470328.0,4344.0,Rogaland,3342,5669361.0,5669362.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 15:00:00,2025-06-11 22:00:00,2025-06-11 17:20:21,2025-06-11 17:20:00,2025-06-11 17:39:43,0.0,37.38333333333333,19.716666666666665,1.7421787308435002,11317.2468,11.3172468,2258.696,2258.696,0.0,4691.013,4367.5378,0.0,3216.714,1.0,1.0,16.0,15.0,16.0,1.0,0.9375,GASS,Ja,GA12803,-20.0,4.0,,Eksterne grossister,-17.666666666666668
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,470328.0,4344.0,Rogaland,5342,5676421.0,5676422.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 15:00:00,2025-06-13 22:00:00,2025-06-13 15:40:39,2025-06-13 15:38:09,2025-06-13 16:02:33,0.0,36.3,24.4,2.155849201458435,11318.0458,11.3180458,3693.031,3630.031,63.0,5233.914,739.2058,1651.895,3316.547,1.0,1.0,17.0,17.0,17.0,1.0,1.0,ELEKTRISK,Ja,EJ26177,-21.0,2.0,,Eksterne grossister,-11.9
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,470393.0,4370.0,Rogaland,3328,5669395.0,5669396.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 15:00:00,2025-06-11 21:00:00,2025-06-11 17:17:57,2025-06-11 17:16:12,2025-06-11 18:08:18,0.0,37.03333333333333,52.1,4.131774190498994,12609.5952,12.6095952,2255.224,2194.224,61.0,5816.7656,992.5246,3545.081,3412.459,1.0,1.0,18.0,19.0,19.0,0.9473684210526316,1.0,DIESEL,Ja,RK89399,-18.0,4.0,,Eksterne grossister,15.06666666666667
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,470393.0,4370.0,Rogaland,5328,5676385.0,5676386.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 15:00:00,2025-06-13 21:00:00,2025-06-13 16:36:17,2025-06-13 16:34:11,2025-06-13 17:05:24,0.0,24.45,31.216666666666665,4.521709196612838,6903.7316,6.9037316,2010.391,2010.391,0.0,2065.0796,803.694,2024.567,2355.063,1.0,1.0,11.0,11.0,11.0,1.0,1.0,DIESEL,Ja,RK89399,-18.0,4.0,,Eksterne grossister,6.766666666666666
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,495671.0,5443.0,Hordaland,3132,5669429.0,5669430.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 07:00:00,2025-06-11 10:15:00,2025-06-11 08:56:07,2025-06-11 08:54:41,2025-06-11 09:18:41,0.0,37.66666666666666,24.0,2.630677075115893,9123.1266,9.1231266,817.29,817.29,0.0,5480.7596,627.578,2197.499,2746.827,1.0,1.0,11.0,11.0,11.0,1.0,1.0,DIESEL,Ja,SD90650,-22.0,2.0,,Eksterne grossister,-13.666666666666655
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,495671.0,5443.0,Hordaland,5132,5676363.0,5676364.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:00:00,2025-06-13 11:45:00,2025-06-13 10:12:12,2025-06-13 09:07:32,2025-06-13 10:57:56,0.0,48.93333333333333,110.4,8.407532728948501,13131.0818,13.1310818,3719.052,3655.052,64.0,4952.2742,2672.3696,1787.386,4388.1,1.0,1.0,19.0,19.0,19.0,1.0,1.0,DIESEL,Ja,SD90650,-21.0,3.0,,Eksterne grossister,61.46666666666668
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,501700.0,5593.0,Hordaland,3133,5669443.0,5669444.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 09:15:00,2025-06-11 12:00:00,2025-06-11 11:34:37,2025-06-11 11:34:31,2025-06-11 11:56:21,0.0,31.08333333333333,21.83333333333333,2.582863709561384,8453.1496,8.453149600000001,3399.486,3399.486,0.0,3302.0316,658.676,1092.956,2138.98,1.0,1.0,10.0,10.0,10.0,1.0,1.0,DIESEL,Ja,RL39182,-22.0,2.0,,Eksterne grossister,-9.25
2025,6.0,24.0,2025-06-13,Fredag,64.0,ASKO ROGALAND AS,1,501700.0,5593.0,Hordaland,5134,5676337.0,5676338.0,1.0,1.0,,,1.0,1.0,,,,2025-06-13 07:30:00,2025-06-13 11:15:00,2025-06-13 09:56:33,2025-06-13 09:54:47,2025-06-13 10:22:20,0.0,39.9,27.55,2.14093517478315,12868.2084,12.8682084,2816.626,2816.626,0.0,6027.7166,2503.1718,1520.694,4072.515,1.0,1.0,13.0,13.0,13.0,1.0,1.0,DIESEL,Ja,SD99134,-20.0,3.0,,Eksterne grossister,-12.349999999999998
2025,6.0,24.0,2025-06-11,Onsdag,64.0,ASKO ROGALAND AS,1,589325.0,5535.0,Rogaland,3130,5669445.0,5669446.0,1.0,1.0,,,1.0,1.0,,,,2025-06-11 07:00:00,2025-06-11 09:30:00,2025-06-11 08:20:43,2025-06-11 08:18:21,2025-06-11 08:35:00,0.0,30.05,16.65,2.205710232733561,7548.589,7.548589,1938.422,1938.422,0.0,5417.236,192.931,0.0,2021.097,1.0,1.0,8.0,8.0,8.0,1.0,1.0,DIESEL,Ja,RL47300,,3.0,,Eksterne grossister,-13.400000000000002
